"PROBEID","SYMBOL","ENTREZID","GENENAME"
"8017829",NA,NA,NA
"8017831","C17orf58","284018","chromosome 17 open reading frame 58"
"8017840","LRRC37A","9884","leucine rich repeat containing 37A"
"8017843","SLC16A6","9120","solute carrier family 16 member 6"
"8017850","WIPI1","55062","WD repeat domain, phosphoinositide interacting 1"
"8017867","FAM20A","54757","FAM20A golgi associated secretory pathway pseudokinase"
"8017885","ABCA8","10351","ATP binding cassette subfamily A member 8"
"8017927","ABCA9","10350","ATP binding cassette subfamily A member 9"
"8017964","ABCA6","23460","ATP binding cassette subfamily A member 6"
"8018006","ABCA10","10349","ATP binding cassette subfamily A member 10"
"8018038","ABCA5","23461","ATP binding cassette subfamily A member 5"
"8018078",NA,NA,NA
"8018082","SLC39A11","201266","solute carrier family 39 member 11"
"8018093",NA,NA,NA
"8018095",NA,NA,NA
"8018097","VCF1","84923","VCP nuclear cofactor family member 1"
"8018102","CPSF4L","642843","cleavage and polyadenylation specific factor 4 like"
"8018107","CDC42EP4","23580","CDC42 effector protein 4"
"8018114","SDK2","54549","sidekick cell adhesion molecule 2"
"8018156","LINC00469","283982","long intergenic non-protein coding RNA 469"
"8018164",NA,NA,NA
"8018169","CD300LB","124599","CD300 molecule like family member b"
"8018177","CD300C","10871","CD300c molecule"
"8018184","CD300LD","100131439","CD300 molecule like family member d"
"8018189","CD300E","342510","CD300e molecule"
"8018196","CD300LF","146722","CD300 molecule like family member f"
"8018209","NAT9","26151","N-acetyltransferase 9 (putative)"
"8018220","GRIN2C","2905","glutamate ionotropic receptor NMDA type subunit 2C"
"8018236","FDXR","2232","ferredoxin reductase"
"8018251","FADS6","283985","fatty acid desaturase 6"
"8018258","USH1G","124590","USH1 protein network component sans"
"8018264","HID1","283987","HID1 domain containing"
"8018288","ATP5PD","10476","ATP synthase peripheral stalk subunit d"
"8018295",NA,NA,NA
"8018297","NT5C","30833","5', 3'-nucleotidase, cytosolic"
"8018305","JPT1","51155","Jupiter microtubule associated homolog 1"
"8018315","SUMO2","6613","small ubiquitin like modifier 2"
"8018324","GGA3","23163","golgi associated, gamma adaptin ear containing, ARF binding protein 3"
"8018343","MIF4GD","57409","MIF4G domain containing"
"8018352","SLC25A19","60386","solute carrier family 25 member 19"
"8018364","GRB2","2885","growth factor receptor bound protein 2"
"8018377",NA,NA,NA
"8018379","CASKIN2","57513","CASK interacting protein 2"
"8018400","RECQL5","9400","RecQ like helicase 5"
"8018428","GALK1","2584","galactokinase 1"
"8018439","H3-3B","3021","H3.3 histone B"
"8018445",NA,NA,NA
"8018449","UNC13D","201294","unc-13 homolog D"
"8018482","WBP2","23558","WW domain binding protein 2"
"8018494","TRIM47","91107","tripartite motif containing 47"
"8018502","TRIM65","201292","tripartite motif containing 65"
"8018511","MRPL38","64978","mitochondrial ribosomal protein L38"
"8018522","FBF1","85302","Fas binding factor 1"
"8018558","ACOX1","51","acyl-CoA oxidase 1"
"8018579","EVPL","2125","envoplakin"
"8018600","SRP68","6730","signal recognition particle 68"
"8018620","EXOC7","23265","exocyst complex component 7"
"8018646","FOXJ1","2302","forkhead box J1"
"8018652","RNF157","114804","ring finger protein 157"
"8018673","QRICH2","84074","glutamine rich 2"
"8018694","PRPSAP1","5635","phosphoribosyl pyrophosphate synthetase associated protein 1"
"8018708","UBE2O","63893","ubiquitin conjugating enzyme E2 O"
"8018731","RHBDF2","79651","rhomboid 5 homolog 2"
"8018754","CYGB","114757","cytoglobin"
"8018761","ST6GALNAC2","10610","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
"8018774","ST6GALNAC1","55808","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"
"8018786","MXRA7","439921","matrix remodeling associated 7"
"8018791",NA,NA,NA
"8018793","JMJD6","23210","jumonji domain containing 6, arginine demethylase and lysine hydroxylase"
"8018803","SRSF2","6427","serine and arginine rich splicing factor 2"
"8018814",NA,NA,NA
"8018816",NA,NA,NA
"8018818","LINC01973","400624","long intergenic non-protein coding RNA 1973"
"8018823","TMC6","11322","transmembrane channel like 6"
"8018849","TK1","7083","thymidine kinase 1"
"8018860",NA,NA,NA
"8018864","SOCS3","9021","suppressor of cytokine signaling 3"
"8018870",NA,NA,NA
"8018872","DNAH17","8632","dynein axonemal heavy chain 17"
"8018902","DNAH17","8632","dynein axonemal heavy chain 17"
"8018906",NA,NA,NA
"8018908","DNAH17","8632","dynein axonemal heavy chain 17"
"8018922","CYTH1","9267","cytohesin 1"
"8018935",NA,NA,NA
"8018937","USP36","57602","ubiquitin specific peptidase 36"
"8018966","TIMP2","7077","TIMP metallopeptidase inhibitor 2"
"8018972","CEP295NL","100653515","CEP295 N-terminal like"
"8018975","LGALS3BP","3959","galectin 3 binding protein"
"8018982","CANT1","124583","calcium activated nucleotidase 1"
"8018993","RBFOX3","146713","RNA binding fox-1 homolog 3"
"8019005","RBFOX3","146713","RNA binding fox-1 homolog 3"
"8019010","CBX8","57332","chromobox 8"
"8019018","CBX4","8535","chromobox 4"
"8019031","TBC1D16","125058","TBC1 domain family member 16"
"8019046","EIF4A3","9775","eukaryotic translation initiation factor 4A3"
"8019061","SGSH","6448","N-sulfoglucosamine sulfohydrolase"
"8019071","RNF213-AS1","100294362","RNF213 antisense RNA 1"
"8019074","NPTX1","4884","neuronal pentraxin 1"
"8019081",NA,NA,NA
"8019083","BAIAP2-DT","440465","BAIAP2 divergent transcript"
"8019088",NA,NA,NA
"8019090","AATK","9625","apoptosis associated tyrosine kinase"
"8019108","CEP131","22994","centrosomal protein 131"
"8019136","TEPSIN","146705","TEPSIN adaptor related protein complex 4 accessory protein"
"8019149","SLC38A10","124565","solute carrier family 38 member 10"
"8019170","LINC00482","284185","long intergenic non-protein coding RNA 482"
"8019177","TMEM105","284186","TMEM105 long non-coding RNA"
"8019181","LINC03048","100130370","long intergenic non-protein coding RNA 3048"
"8019183","ACTG1","71","actin gamma 1"
"8019194","FAAP100","80233","FA core complex associated protein 100"
"8019211","NPLOC4","55666","NPL4 homolog, ubiquitin recognition factor"
"8019231","PDE6G","5148","phosphodiesterase 6G"
"8019238","OXLD1","339229","oxidoreductase like domain containing 1"
"8019243","PPP1R27","116729","protein phosphatase 1 regulatory subunit 27"
"8019250","P4HB","5034","prolyl 4-hydroxylase subunit beta"
"8019263","ARHGDIA","396","Rho GDP dissociation inhibitor alpha"
"8019273","ALYREF","10189","Aly/REF export factor"
"8019280","PCYT2","5833","phosphate cytidylyltransferase 2, ethanolamine"
"8019296","SIRT7","51547","sirtuin 7"
"8019308","MAFG","4097","MAF bZIP transcription factor G"
"8019316","PYCR1","5831","pyrroline-5-carboxylate reductase 1"
"8019331","MYADML2","255275","myeloid associated differentiation marker like 2"
"8019334","NOTUM","147111","notum, palmitoleoyl-protein carboxylesterase"
"8019347",NA,NA,NA
"8019350","CENPX","201254","centromere protein X"
"8019357","DCXR","51181","dicarbonyl and L-xylulose reductase"
"8019367","RFNG","5986","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"8019376","DUS1L","64118","dihydrouridine synthase 1 like"
"8019392","FASN","2194","fatty acid synthase"
"8019437","CCDC57","284001","coiled-coil domain containing 57"
"8019463","CSNK1D","1453","casein kinase 1 delta"
"8019478","CD7","924","CD7 molecule"
"8019486","SECTM1","6398","secreted and transmembrane 1"
"8019494","OGFOD3","79701","2-oxoglutarate and iron dependent oxygenase domain containing 3"
"8019507","CYBC1","79415","cytochrome b-245 chaperone 1"
"8019517",NA,NA,NA
"8019521",NA,NA,NA
"8019523","WDR45B","56270","WD repeat domain 45B"
"8019532","RAB40B","10966","RAB40B, member RAS oncogene family"
"8019541","ZNF750","79755","zinc finger protein 750"
"8019545","B3GNTL1","146712","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1"
"8019559","B3GNTL1","146712","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1"
"8019561",NA,NA,NA
"8019563","MGC70870","403340","C-terminal binding protein 2 pseudogene"
"8019565","KRTAP4-9","100132386","keratin associated protein 4-9"
"8019570","KRTAP4-9","100132386","keratin associated protein 4-9"
"8019574","KRTAP2-1","81872","keratin associated protein 2-1"
"8019576","KRTAP2-1","81872","keratin associated protein 2-1"
"8019578","KRTAP1-4","728255","keratin associated protein 1-4"
"8019585","KRTAP1-4","728255","keratin associated protein 1-4"
"8019588","KRTAP1-5","83895","keratin associated protein 1-5"
"8019593","KRTAP3-1","83896","keratin associated protein 3-1"
"8019597","KRTAP3-2","83897","keratin associated protein 3-2"
"8019599","KRTAP3-3","85293","keratin associated protein 3-3"
"8019604","KRT40","125115","keratin 40"
"8019614","KRT39","390792","keratin 39"
"8019622","TMEM106A","113277","transmembrane protein 106A"
"8019631","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019633","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019635","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019637","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019639","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019641","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019643","DOC2B","8447","double C2 domain beta"
"8019647",NA,NA,NA
"8019649",NA,NA,NA
"8019651","CCL4L2","9560","C-C motif chemokine ligand 4 like 2"
"8019655","TBC1D3C","414060","TBC1 domain family member 3C"
"8019669","GCGR","2642","glucagon receptor"
"8019687","ANAPC11","51529","anaphase promoting complex subunit 11"
"8019693","NPB","256933","neuropeptide B"
"8019699","KRTAP4-9","100132386","keratin associated protein 4-9"
"8019703","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019705","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019707","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019709","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019711","SCGB1C2","653486","secretoglobin family 1C member 2"
"8019716","TBC1D3C","414060","TBC1 domain family member 3C"
"8019731","CCL3L3","414062","C-C motif chemokine ligand 3 like 3"
"8019737","KPNA2","3838","karyopherin subunit alpha 2"
"8019751","RBFOX3","146713","RNA binding fox-1 homolog 3"
"8019754","MCRIP1","348262","MAPK regulated corepressor interacting protein 1"
"8019762","P4HB","5034","prolyl 4-hydroxylase subunit beta"
"8019765","ARHGDIA","396","Rho GDP dissociation inhibitor alpha"
"8019772","ALYREF","10189","Aly/REF export factor"
"8019778","PCYT2","5833","phosphate cytidylyltransferase 2, ethanolamine"
"8019796","MAFG","4097","MAF bZIP transcription factor G"
"8019798","MAFG","4097","MAF bZIP transcription factor G"
"8019802","RNU2-1","6066","RNA, U2 small nuclear 1"
"8019804","ROCK1P1","727758","Rho associated coiled-coil containing protein kinase 1 pseudogene 1"
"8019807","USP14","9097","ubiquitin specific peptidase 14"
"8019828","CETN1","1068","centrin 1"
"8019831","CLUL1","27098","clusterin like 1"
"8019842","TYMS","7298","thymidylate synthetase"
"8019851","ADCYAP1","116","adenylate cyclase activating polypeptide 1"
"8019857","NDC80","10403","NDC80 kinetochore complex component"
"8019875",NA,NA,NA
"8019877","SMCHD1","23347","structural maintenance of chromosomes flexible hinge domain containing 1"
"8019885","SMCHD1","23347","structural maintenance of chromosomes flexible hinge domain containing 1"
"8019908",NA,NA,NA
"8019910",NA,NA,NA
"8019912","EMILIN2","84034","elastin microfibril interfacer 2"
"8019924","MYL12A","10627","myosin light chain 12A"
"8019930","MYL12B","103910","myosin light chain 12B"
"8019937",NA,NA,NA
"8019939","TGIF1","7050","TGFB induced factor homeobox 1"
"8019954","DLGAP1-AS1","649446","DLGAP1 antisense RNA 1"
"8019958",NA,NA,NA
"8019960",NA,NA,NA
"8019962",NA,NA,NA
"8019964","ARHGAP28","79822","Rho GTPase activating protein 28"
"8019988","PTPRM","5797","protein tyrosine phosphatase receptor type M"
"8020025",NA,NA,NA
"8020027",NA,NA,NA
"8020029","RAB12","201475","RAB12, member RAS oncogene family"
"8020037","MTCL1","23255","microtubule crosslinking factor 1"
"8020058","NDUFV2","4729","NADH:ubiquinone oxidoreductase core subunit V2"
"8020068","ANKRD12","23253","ankyrin repeat domain 12"
"8020086",NA,NA,NA
"8020088",NA,NA,NA
"8020090","TWSG1","57045","twisted gastrulation BMP signaling modulator 1"
"8020100","RALBP1","10928","ralA binding protein 1"
"8020110","RAB31","11031","RAB31, member RAS oncogene family"
"8020123","TXNDC2","84203","thioredoxin domain containing 2"
"8020129","VAPA","9218","VAMP associated protein A"
"8020139",NA,NA,NA
"8020141","APCDD1","147495","APC down-regulated 1"
"8020149","NAPG","8774","NSF attachment protein gamma"
"8020162","SLC35G6","643664","solute carrier family 35 member G6"
"8020164","GNAL","2774","G protein subunit alpha L"
"8020179","CHMP1B","57132","charged multivesicular body protein 1B"
"8020183","IMPA2","3613","inositol monophosphatase 2"
"8020197","ANKRD62","342850","ankyrin repeat domain 62"
"8020209",NA,NA,NA
"8020211","CIDEA","1149","cell death inducing DFFA like effector a"
"8020220","TUBB6","84617","tubulin beta 6 class V"
"8020226","PRELID3A","10650","PRELI domain containing 3A"
"8020239",NA,NA,NA
"8020241","PSMG2","56984","proteasome assembly chaperone 2"
"8020252",NA,NA,NA
"8020254","SEH1L","81929","SEH1 like nucleoporin"
"8020267","CEP192","55125","centrosomal protein 192"
"8020308","LDLRAD4","753","low density lipoprotein receptor class A domain containing 4"
"8020321",NA,NA,NA
"8020323","RNMT","8731","RNA guanine-7 methyltransferase"
"8020339","MC5R","4161","melanocortin 5 receptor"
"8020343","ANKRD20A5P","440482","ankyrin repeat domain 20 family member A5, pseudogene"
"8020347",NA,NA,NA
"8020349",NA,NA,NA
"8020352","CYP4F35P","284233","cytochrome P450 family 4 subfamily F member 35, pseudogene"
"8020354","OR4K15","81127","olfactory receptor family 4 subfamily K member 15"
"8020357","ANKRD30B","374860","ankyrin repeat domain 30B"
"8020375",NA,NA,NA
"8020377","LOC441666","441666","zinc finger protein 91 pseudogene"
"8020382",NA,NA,NA
"8020384","GREB1L","80000","GREB1 like retinoic acid receptor coactivator"
"8020411","SNRPD1","6632","small nuclear ribonucleoprotein D1 polypeptide"
"8020419","MIR320C1","100302135","microRNA 320c-1"
"8020421",NA,NA,NA
"8020423","MIB1","57534","MIB E3 ubiquitin protein ligase 1"
"8020449",NA,NA,NA
"8020451",NA,NA,NA
"8020453",NA,NA,NA
"8020455","GATA6","2627","GATA binding protein 6"
"8020464",NA,NA,NA
"8020466",NA,NA,NA
"8020468","RBBP8","5932","RB binding protein 8, endonuclease"
"8020491",NA,NA,NA
"8020493",NA,NA,NA
"8020495","CABLES1","91768","Cdk5 and Abl enzyme substrate 1"
"8020508","RIOK3","8780","RIO kinase 3"
"8020527","RMC1","29919","regulator of MON1-CCZ1"
"8020549",NA,NA,NA
"8020551","LAMA3","3909","laminin subunit alpha 3"
"8020630","TTC39C","125488","tetratricopeptide repeat domain 39C"
"8020647","TTC39C","125488","tetratricopeptide repeat domain 39C"
"8020650",NA,NA,NA
"8020653","CABYR","26256","calcium binding tyrosine phosphorylation regulated"
"8020664",NA,NA,NA
"8020666",NA,NA,NA
"8020668","IMPACT","55364","impact RWD domain protein"
"8020682",NA,NA,NA
"8020684","HRH4","59340","histamine receptor H4"
"8020691","PSMA8","143471","proteasome 20S subunit alpha 8"
"8020702","TAF4B","6875","TATA-box binding protein associated factor 4b"
"8020717","AQP4-AS1","147429","AQP4 antisense RNA 1"
"8020722",NA,NA,NA
"8020724","DSG1","1828","desmoglein 1"
"8020740","DSG4","147409","desmoglein 4"
"8020760",NA,NA,NA
"8020762","DSG3","1830","desmoglein 3"
"8020779","DSG2","1829","desmoglein 2"
"8020795","TTR","7276","transthyretin"
"8020802",NA,NA,NA
"8020804",NA,NA,NA
"8020806","RNF125","54941","ring finger protein 125"
"8020814","RNF138","51444","ring finger protein 138"
"8020825",NA,NA,NA
"8020827","MEP1B","4225","meprin A subunit beta"
"8020842","WBP11P1","441818","WBP11 pseudogene 1"
"8020844","ASXL3","80816","ASXL transcriptional regulator 3"
"8020847","DTNA","1837","dystrobrevin alpha"
"8020878","MAPRE2","10982","microtubule associated protein RP/EB family member 2"
"8020889","ZNF397","84307","zinc finger protein 397"
"8020898","ZNF271P","10778","zinc finger protein 271, pseudogene"
"8020903","GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"8020919","C18orf21","83608","chromosome 18 open reading frame 21"
"8020930","ELP2","55250","elongator acetyltransferase complex subunit 2"
"8020955","MOCOS","55034","molybdenum cofactor sulfurase"
"8020971",NA,NA,NA
"8020973","FHOD3","80206","formin homology 2 domain containing 3"
"8021001","KIAA1328","57536","KIAA1328"
"8021013",NA,NA,NA
"8021015","PIK3C3","5289","phosphatidylinositol 3-kinase catalytic subunit type 3"
"8021043",NA,NA,NA
"8021045",NA,NA,NA
"8021047","SETBP1","26040","SET binding protein 1"
"8021058","SLC14A2","8170","solute carrier family 14 member 2"
"8021081","SLC14A1","6563","solute carrier family 14 member 1 (Kidd blood group)"
"8021091","SIGLEC15","284266","sialic acid binding Ig like lectin 15"
"8021101","HAUS1","115106","HAUS augmin like complex subunit 1"
"8021113","ARK2N","147339","arkadia (RNF111) N-terminal like PKA signaling regulator 2N"
"8021120","ARK2C","494470","arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C"
"8021129","ARK2C","494470","arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C"
"8021131","KATNAL2","83473","katanin catalytic subunit A1 like 2"
"8021147",NA,NA,NA
"8021150",NA,NA,NA
"8021152","ZBTB7C-AS2","84322","ZBTB7C antisense RNA 2"
"8021154","CTIF","9811","cap binding complex dependent translation initiation factor"
"8021169","LIPG","9388","lipase G, endothelial type"
"8021181","SCARNA17","677769","small Cajal body-specific RNA 17"
"8021183","SCARNA17","677769","small Cajal body-specific RNA 17"
"8021185",NA,NA,NA
"8021187","SKA1","220134","spindle and kinetochore associated complex subunit 1"
"8021199","MAPK4","5596","mitogen-activated protein kinase 4"
"8021208","ME2","4200","malic enzyme 2"
"8021222","ELAC1","55520","elaC ribonuclease Z 1"
"8021228","SMAD4","4089","SMAD family member 4"
"8021243",NA,NA,NA
"8021245","DCC","1630","DCC netrin 1 receptor"
"8021275","POLI","11201","DNA polymerase iota"
"8021286","C18orf54","162681","chromosome 18 open reading frame 54"
"8021297","DYNAP","284254","dynactin associated protein"
"8021301","RAB27B","5874","RAB27B, member RAS oncogene family"
"8021312","WDR7","23335","WD repeat domain 7"
"8021342",NA,NA,NA
"8021344","BOD1L2","284257","biorientation of chromosomes in cell division 1 like 2"
"8021349","ST8SIA3","51046","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
"8021357","ONECUT2","9480","one cut homeobox 2"
"8021363",NA,NA,NA
"8021365",NA,NA,NA
"8021368",NA,NA,NA
"8021372",NA,NA,NA
"8021374",NA,NA,NA
"8021376","NEDD4L","23327","NEDD4 like E3 ubiquitin protein ligase"
"8021416","MIR122","406906","microRNA 122"
"8021418","MALT1","10892","MALT1 paracaspase"
"8021438",NA,NA,NA
"8021440",NA,NA,NA
"8021442","ZNF532","55205","zinc finger protein 532"
"8021453","SEC11C","90701","SEC11 homolog C, signal peptidase complex subunit"
"8021461","GRP","2922","gastrin releasing peptide"
"8021468",NA,NA,NA
"8021470","PMAIP1","5366","phorbol-12-myristate-13-acetate-induced protein 1"
"8021478",NA,NA,NA
"8021480",NA,NA,NA
"8021482",NA,NA,NA
"8021484","CDH20","28316","cadherin 20"
"8021496","RELCH","57614","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
"8021528","TNFRSF11A","8792","TNF receptor superfamily member 11a"
"8021540",NA,NA,NA
"8021542","ZCCHC2","54877","zinc finger CCHC-type containing 2"
"8021546","ZCCHC2","54877","zinc finger CCHC-type containing 2"
"8021563",NA,NA,NA
"8021565","PHLPP1","23239","PH domain and leucine rich repeat protein phosphatase 1"
"8021584","SERPINB5","5268","serpin family B member 5"
"8021594","SERPINB12","89777","serpin family B member 12"
"8021603","SERPINB13","5275","serpin family B member 13"
"8021614","SERPINB11","89778","serpin family B member 11"
"8021623","SERPINB7","8710","serpin family B member 7"
"8021635","SERPINB2","5055","serpin family B member 2"
"8021645","SERPINB10","5273","serpin family B member 10"
"8021653","SERPINB8","5271","serpin family B member 8"
"8021664",NA,NA,NA
"8021666",NA,NA,NA
"8021668","CDH7","1005","cadherin 7"
"8021683",NA,NA,NA
"8021685","CCDC102B","79839","coiled-coil domain containing 102B"
"8021695","DOK6","220164","docking protein 6"
"8021707","SOCS6","9306","suppressor of cytokine signaling 6"
"8021712",NA,NA,NA
"8021714",NA,NA,NA
"8021716","TIMM21","29090","translocase of inner mitochondrial membrane 21"
"8021725",NA,NA,NA
"8021727","CNDP2","55748","carnosine dipeptidase 2"
"8021741","CNDP1","84735","carnosine dipeptidase 1"
"8021756","ZNF407","55628","zinc finger protein 407"
"8021768","TSHZ1","10194","teashirt zinc finger homeobox 1"
"8021774",NA,NA,NA
"8021777","LINC01879","400661","long intergenic non-protein coding RNA 1879"
"8021783","ZNF236","7776","zinc finger protein 236"
"8021818","GALR1","2587","galanin receptor 1"
"8021824",NA,NA,NA
"8021826","SALL3","27164","spalt like transcription factor 3"
"8021832","ATP9B","374868","ATPase phospholipid transporting 9B (putative)"
"8021866","NFATC1","4772","nuclear factor of activated T cells 1"
"8021884","CTDP1","9150","CTD phosphatase subunit 1"
"8021900","KCNG2","26251","potassium voltage-gated channel modifier subfamily G member 2"
"8021905","RBFA","79863","ribosome binding factor A"
"8021914","ADNP2","22850","ADNP homeobox 2"
"8021919","TUBB8","347688","tubulin beta 8 class VIII"
"8021924","THOC1","9984","THO complex subunit 1"
"8021946","COLEC12","81035","collectin subfamily member 12"
"8021961",NA,NA,NA
"8021963","TYMSOS","494514","TYMS opposite strand RNA"
"8021966","ENOSF1","55556","enolase superfamily member 1"
"8021984","YES1","7525","YES proto-oncogene 1, Src family tyrosine kinase"
"8021993",NA,NA,NA
"8021995","LINC00470","56651","long intergenic non-protein coding RNA 470"
"8022007",NA,NA,NA
"8022009","METTL4","64863","methyltransferase 4, N6-adenosine"
"8022020",NA,NA,NA
"8022022","LPIN2","9663","lipin 2"
"8022043",NA,NA,NA
"8022045","MYOM1","8736","myomesin 1"
"8022085","DLGAP1","9229","DLG associated protein 1"
"8022100",NA,NA,NA
"8022102",NA,NA,NA
"8022104",NA,NA,NA
"8022106","LINC00526","147525","long intergenic non-protein coding RNA 526"
"8022110","ZBTB14","7541","zinc finger and BTB domain containing 14"
"8022118","EPB41L3","23136","erythrocyte membrane protein band 4.1 like 3"
"8022145","L3MBTL4","91133","L3MBTL histone methyl-lysine binding protein 4"
"8022168",NA,NA,NA
"8022170","RPL6","6128","ribosomal protein L6"
"8022174",NA,NA,NA
"8022176","LAMA1","284217","laminin subunit alpha 1"
"8022243",NA,NA,NA
"8022245",NA,NA,NA
"8022247",NA,NA,NA
"8022249",NA,NA,NA
"8022251","PPP4R1","9989","protein phosphatase 4 regulatory subunit 1"
"8022275",NA,NA,NA
"8022277",NA,NA,NA
"8022279",NA,NA,NA
"8022281",NA,NA,NA
"8022283","PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"8022295","PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"8022310","PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"8022320","NPIPB5","100132247","nuclear pore complex interacting protein family member B5"
"8022326","MPPE1","65258","metallophosphoesterase 1"
"8022338","ADGRA3","166647","adhesion G protein-coupled receptor A3"
"8022340",NA,NA,NA
"8022342","AFG3L2","10939","AFG3 like matrix AAA peptidase subunit 2"
"8022356","SPIRE1","56907","spire type actin nucleation factor 1"
"8022378",NA,NA,NA
"8022380","CEP76","79959","centrosomal protein 76"
"8022393","PTPN2","5771","protein tyrosine phosphatase non-receptor type 2"
"8022404","FAM210A","125228","family with sequence similarity 210 member A"
"8022410",NA,NA,NA
"8022412","MC2R","4158","melanocortin 2 receptor"
"8022418",NA,NA,NA
"8022420","ZNF519","162655","zinc finger protein 519"
"8022424","NF1","4763","neurofibromin 1"
"8022426",NA,NA,NA
"8022428","POTEG","404785","POTE ankyrin domain family member G"
"8022434",NA,NA,NA
"8022436","LINC00314","246705","long intergenic non-protein coding RNA 314"
"8022439",NA,NA,NA
"8022441","ROCK1","6093","Rho associated coiled-coil containing protein kinase 1"
"8022471",NA,NA,NA
"8022473","ESCO1","114799","establishment of sister chromatid cohesion N-acetyltransferase 1"
"8022488","ABHD3","171586","abhydrolase domain containing 3, phospholipase"
"8022498","MIR133A1","406922","microRNA 133a-1"
"8022500","MIR1-2","406905","microRNA 1-2"
"8022502",NA,NA,NA
"8022504",NA,NA,NA
"8022506",NA,NA,NA
"8022508","CTAGE1","64693","cutaneous T cell lymphoma-associated antigen 1"
"8022514","TMEM241","85019","transmembrane protein 241"
"8022531","NPC1","4864","NPC intracellular cholesterol transporter 1"
"8022557",NA,NA,NA
"8022559","ANKRD29","147463","ankyrin repeat domain 29"
"8022570",NA,NA,NA
"8022572","OSBPL1A","114876","oxysterol binding protein like 1A"
"8022606",NA,NA,NA
"8022608",NA,NA,NA
"8022610",NA,NA,NA
"8022612","ZNF521","25925","zinc finger protein 521"
"8022623",NA,NA,NA
"8022625","SS18","6760","SS18 subunit of BAF chromatin remodeling complex"
"8022640","DHFR","1719","dihydrofolate reductase"
"8022642",NA,NA,NA
"8022644",NA,NA,NA
"8022646","KCTD1","284252","potassium channel tetramerization domain containing 1"
"8022653","PCAT18","728606","prostate cancer associated transcript 18"
"8022655","AQP4","361","aquaporin 4"
"8022666","CHST9","83539","carbohydrate sulfotransferase 9"
"8022674","CDH2","1000","cadherin 2"
"8022692","DSC3","1825","desmocollin 3"
"8022711","DSC2","1824","desmocollin 2"
"8022728","DSC1","1823","desmocollin 1"
"8022745",NA,NA,NA
"8022747","B4GALT6","9331","beta-1,4-galactosyltransferase 6"
"8022761",NA,NA,NA
"8022763","SLC25A52","147407","solute carrier family 25 member 52"
"8022767","TRAPPC8","22878","trafficking protein particle complex subunit 8"
"8022799",NA,NA,NA
"8022801",NA,NA,NA
"8022803","GAREM1","64762","GRB2 associated regulator of MAPK1 subtype 1"
"8022814","HNRNPA1","3178","heterogeneous nuclear ribonucleoprotein A1"
"8022817","KLHL14","57565","kelch like family member 14"
"8022831","CCDC178","374864","coiled-coil domain containing 178"
"8022856","NOL4","8715","nucleolar protein 4"
"8022870",NA,NA,NA
"8022872","ZSCAN30","100101467","zinc finger and SCAN domain containing 30"
"8022882","ZNF24","7572","zinc finger protein 24"
"8022892","ZNF396","252884","zinc finger protein 396"
"8022902","INO80C","125476","INO80 complex subunit C"
"8022912","MIR187","406963","microRNA 187"
"8022914","RPRD1A","55197","regulation of nuclear pre-mRNA domain containing 1A"
"8022927","SLC39A6","25800","solute carrier family 39 member 6"
"8022941","TPGS2","25941","tubulin polyglutamylase complex subunit 2"
"8022952","CELF4","56853","CUGBP Elav-like family member 4"
"8022970",NA,NA,NA
"8022972","RPL7A","6130","ribosomal protein L7a"
"8022974",NA,NA,NA
"8022976","RIT2","6014","Ras like without CAAX 2"
"8022986","SYT4","6860","synaptotagmin 4"
"8022994",NA,NA,NA
"8022996","EPG5","57724","ectopic P-granules 5 autophagy tethering factor"
"8023043","PSTPIP2","9050","proline-serine-threonine phosphatase interacting protein 2"
"8023059",NA,NA,NA
"8023061",NA,NA,NA
"8023063","ATP5F1A","498","ATP synthase F1 subunit alpha"
"8023078",NA,NA,NA
"8023080","LOXHD1","125336","lipoxygenase homology PLAT domains 1"
"8023121","ST8SIA5","29906","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
"8023133","PIAS2","9063","protein inhibitor of activated STAT 2"
